Package Name,Class Name,Method Name,Parameter Types,Cyclomatic Complexity
org.apache.commons.collections4,PredicateUtils,nullIsExceptionPredicate,"Predicate<? super T>",1
org.apache.commons.collections4.set,AbstractNavigableSetDecorator,ceiling,"E",1
org.apache.commons.collections4.iterators,ObjectGraphIteratorTest,testIteratorConstructor_null_next,"No parameters",1
org.apache.commons.collections4,IteratorUtilsTest,testUnmodifiableIteratorImmutability,"No parameters",1
org.apache.commons.collections4,WrappedPut,clear,"No parameters",1
org.apache.commons.collections4,ClosureUtilsTest,testExceptionClosure,"No parameters",1
org.apache.commons.collections4.iterators,PeekingIteratorTest,testEmpty,"No parameters",1
org.apache.commons.collections4.multimap,AbstractMultiValuedMapTest,testContainsValue,"No parameters",3
org.apache.commons.collections4,IteratorUtilsTest,testToListIterator,"No parameters",2
org.apache.commons.collections4.map,ReferenceMapTest,testDataSizeAfterSerialization,"No parameters",1
org.apache.commons.collections4.functors,SwitchTransformer,getDefaultTransformer,"No parameters",1
org.apache.commons.collections4.map,Flat3MapTest,testContainsKey1,"No parameters",1
org.apache.commons.collections4.map,Flat3MapTest,testContainsKey2,"No parameters",1
org.apache.commons.collections4.multimap,AbstractMultiValuedMapTest,testRemove_KeyItem,"No parameters",1
org.apache.commons.collections4.map,Flat3MapTest,testContainsKey3,"No parameters",1
org.apache.commons.collections4,CollectionUtils,forAllButLastDo,"Iterator<T>, C",1
org.apache.commons.collections4.bag,AbstractBagTest,testBagContains,"No parameters",2
org.apache.commons.collections4.iterators,ObjectGraphIteratorTest,testIteratorConstructorRemove,"No parameters",2
org.apache.commons.collections4.map,HashEntry,newValueReference,"V, ReferenceType, ReferenceQueue<Object>",3
org.apache.commons.collections4.bloomfilter,Cleanup,noCleanup,"No parameters",1
org.apache.commons.collections4.comparators,AbstractComparatorTest,randomizeObjects,"List<?>",1
org.apache.commons.collections4.trie,PatriciaTrieTest,testPrefixMap,"No parameters",2
org.apache.commons.collections4.bidimap,Node,getLeft,"DataElement",1
org.apache.commons.collections4.list,TreeList,checkInterval,"int, int, int",2
org.apache.commons.collections4.functors,SwitchClosure,getDefaultClosure,"No parameters",1
org.apache.commons.collections4,MapUtilsTest,testDebugPrintNullKey,"No parameters",1
org.apache.commons.collections4,CollectionUtilsTest,testSize_Iterator,"No parameters",1
org.apache.commons.collections4.bloomfilter,AbstractCountingBloomFilterTest,getMaximumValueExtractor,"int",3
org.apache.commons.collections4.collection,CompositeCollection,getCollections,"No parameters",1
org.apache.commons.collections4,CollectionUtilsTest,testIsEqualCollectionNullColl2,"No parameters",1
org.apache.commons.collections4,TransformerUtils,nullTransformer,"No parameters",1
org.apache.commons.collections4,CollectionUtilsTest,testIsEqualCollectionNullColl1,"No parameters",1
org.apache.commons.collections4.map,HashIterator,advance,"No parameters",8
org.apache.commons.collections4.set,CompositeSetTest,testContains,"No parameters",1
org.apache.commons.collections4,IteratorUtilsTest,testFirstFromIterator,"No parameters",1
org.apache.commons.collections4,AbstractObjectTest,serializeDeserialize,"Object",1
org.apache.commons.collections4.set,PredicatedSetTest,decorateSet,"Set<E>, Predicate<? super E>",1
org.apache.commons.collections4.bloomfilter,LayerManager,processBloomFilters,"Predicate<BloomFilter>",3
org.apache.commons.collections4.bloomfilter,LayerManager,getTarget,"No parameters",2
org.apache.commons.collections4.bag,AbstractBagTest,testBagHashCode,"No parameters",2
org.apache.commons.collections4.properties,EmptyPropertiesTest,testReplace,"No parameters",1
org.apache.commons.collections4,PredicateUtils,exceptionPredicate,"No parameters",1
org.apache.commons.collections4.iterators,FilterListIterator,getPredicate,"No parameters",1
org.apache.commons.collections4.iterators,LoopingIteratorTest,testSize,"No parameters",1
org.apache.commons.collections4.bloomfilter,DefaultIndexExtractorTest,generateIntArray,"int, int",1
org.apache.commons.collections4.multimap,HashSetValuedHashMapTest,testHashSetValueHashMap,"No parameters",1
org.apache.commons.collections4.list,SetUniqueListTest,testCollections701,"No parameters",1
org.apache.commons.collections4.set,TransformedSortedSet,transformedSortedSet,"SortedSet<E>, Transformer<? super E,? extends E>",3
org.apache.commons.collections4.properties,EmptyPropertiesTest,testEquals,"No parameters",1
org.apache.commons.collections4.list,AVLNode,recalcHeight,"No parameters",1
org.apache.commons.collections4.trie,PatriciaTrieTest,testPrefixMapRemoval,"No parameters",2
org.apache.commons.collections4.functors,AbstractPredicateTest,initializeTestObjects,"No parameters",1
org.apache.commons.collections4.map,CaseInsensitiveMapTest,testLocaleIndependence,"No parameters",3
org.apache.commons.collections4.list,AbstractListTest,testListSubListFailFastOnRemove,"No parameters",3
org.apache.commons.collections4,PredicateUtilsTest,testNonePredicate,"No parameters",1
org.apache.commons.collections4,AbstractObjectTest,getCanonicalFullCollectionName,"Object",1
org.apache.commons.collections4,ClosureUtils,switchClosure,"Predicate<? super E>[], Closure<? super E>[], Closure<? super E>",1
org.apache.commons.collections4.list,AbstractLinkedList,addNodeBefore,"Node<E>, E",1
org.apache.commons.collections4.iterators,AbstractListIteratorTest,addSetValue,"No parameters",1
org.apache.commons.collections4.multimap,ArrayListValuedHashMapTest,testListValuedMapRemove,"No parameters",1
org.apache.commons.collections4.properties,EmptyProperties,propertyNames,"No parameters",1
org.apache.commons.collections4.sequence,SequencesComparator,buildSnake,"int, int, int, int",2
org.apache.commons.collections4.collection,AbstractCollectionTest,testCollectionClear,"No parameters",2
org.apache.commons.collections4,IteratorUtilsTest,testArrayIterator,"No parameters",1
org.apache.commons.collections4.functors,AllPredicateTest,testEmptyCollectionToGetInstance,"No parameters",1
org.apache.commons.collections4.map,AbstractMapTest,testMapGet,"No parameters",3
org.apache.commons.collections4,ListUtilsTest,testIntersectNonEmptyWithEmptyList,"No parameters",1
org.apache.commons.collections4.bloomfilter,ShapeTest,testFromPMK,"No parameters",1
org.apache.commons.collections4.trie,AbstractBitwiseTrie,compare,"Object, Object",1
org.apache.commons.collections4.map,LRUMapTest,testRemoveLRU,"No parameters",1
org.apache.commons.collections4,ListUtilsTest,testUnion,"No parameters",1
org.apache.commons.collections4.bloomfilter,SetOperationsTest,testJaccardSimilarity,"No parameters",1
org.apache.commons.collections4.iterators,PermutationIteratorTest,testPermutationException,"No parameters",2
org.apache.commons.collections4.iterators,AbstractMapIteratorTest,testFullMapIterator,"No parameters",4
org.apache.commons.collections4.bloomfilter,SetOperationsTest,testAndCardinalityWithDifferentLengthFilters,"No parameters",1
org.apache.commons.collections4,CollectionUtilsTest,testIntersectionNullColl2,"No parameters",1
org.apache.commons.collections4.multimap,AbstractMultiValuedMapTest,testNoMappingReturnsEmptyCol,"No parameters",1
org.apache.commons.collections4,MapUtilsTest,testIterableSortedMap,"No parameters",1
org.apache.commons.collections4,CollectionUtilsTest,testIntersectionNullColl1,"No parameters",1
org.apache.commons.collections4.iterators,SkippingIteratorTest,testNegativeOffset,"No parameters",1
org.apache.commons.collections4.map,ListOrderedMapTest,testCOLLECTIONS_474_nonNullValues,"No parameters",1
org.apache.commons.collections4.functors,ExceptionFactory,exceptionFactory,"No parameters",1
org.apache.commons.collections4.collection,AbstractCollectionTest,testCollectionRetainAll,"No parameters",4
org.apache.commons.collections4.bidimap,AbstractSortedBidiMapTest,testBidiRemoveByTailMapEntrySet,"No parameters",2
org.apache.commons.collections4.bloomfilter,SetOperationsTest,testXorCardinality,"No parameters",1
org.apache.commons.collections4,MultiMapUtilsTest,testGetValuesAsBag,"No parameters",3
org.apache.commons.collections4.map,LazyMapTest,testMapGetWithTransformer,"No parameters",1
org.apache.commons.collections4.list,UnmodifiableListTest,setupList,"No parameters",1
org.apache.commons.collections4.bag,TransformedSortedBagTest,testTransformedBag_decorateTransform,"No parameters",3
org.apache.commons.collections4.bloomfilter,AbstractDefaultBloomFilter,checkIndicesRange,"No parameters",4
org.apache.commons.collections4.multimap,AbstractMultiValuedMapTest,bulkTestMultiValuedMapValues,"No parameters",1
org.apache.commons.collections4,IterableUtilsTest,testDuplicateListEmptyList,"No parameters",1
org.apache.commons.collections4.sequence,CommandVisitor,visitInsertCommand,"T",1
org.apache.commons.collections4.properties,EmptyPropertiesTest,testSetProperty,"No parameters",1
org.apache.commons.collections4.list,Collections701Test,testSetUniqueList,"No parameters",1
org.apache.commons.collections4.comparators,BooleanComparatorTest,nullArgumentTests,"BooleanComparator",1
org.apache.commons.collections4.iterators,EntrySetMapIterator,toString,"No parameters",2
org.apache.commons.collections4.multimap,ArrayListValuedHashMapTest,testArrayListValuedHashMap,"No parameters",1
org.apache.commons.collections4.bloomfilter,AbstractBloomFilterExtractorTest,testForEachPairReturnFalseEarly,"No parameters",1
org.apache.commons.collections4.set,TransformedNavigableSet,transformedNavigableSet,"NavigableSet<E>, Transformer<? super E,? extends E>",3
org.apache.commons.collections4.comparators,ComparatorChainTest,getComparableObjectsOrdered,"No parameters",1
org.apache.commons.collections4,CollectionUtilsTest,forAllDoFailure,"No parameters",1
org.apache.commons.collections4,CollectionUtilsTest,testPredicatedCollectionNullPredicate,"No parameters",1
org.apache.commons.collections4,CollectionUtilsTest,testFilterNullParameters,"No parameters",1
org.apache.commons.collections4,IterableUtils,emptyIterable,"No parameters",1
org.apache.commons.collections4,SetUtils,isEqualSet,"Collection<?>, Collection<?>",3
org.apache.commons.collections4.list,LazyListTest,testGetWithNull,"No parameters",1
org.apache.commons.collections4.list,AbstractLinkedList,createNode,"E",1
org.apache.commons.collections4.list,AbstractLinkedList,addNodeAfter,"Node<E>, E",1
org.apache.commons.collections4,IteratorUtils,objectGraphIterator,"E, Transformer<? super E,? extends E>",1
org.apache.commons.collections4,IterableUtilsTest,testForEachButLast,"No parameters",1
org.apache.commons.collections4.map,ListOrderedMapTest,testValueList_setByIndex,"No parameters",2
org.apache.commons.collections4,EnumerationUtilsTest,testToListWithHashtable,"No parameters",1
org.apache.commons.collections4.list,NodeCachingLinkedList,addNodeToCache,"Node<E>",2
org.apache.commons.collections4,CollectionUtilsTest,testDisjunctionAsSymmetricDifference,"No parameters",1
org.apache.commons.collections4.map,MultiKeyMapTest,testMultiKeyRemoveAll4,"No parameters",2
org.apache.commons.collections4.map,MultiKeyMapTest,testMultiKeyRemoveAll3,"No parameters",2
org.apache.commons.collections4.map,MultiKeyMapTest,testMultiKeyRemoveAll2,"No parameters",2
org.apache.commons.collections4.map,MultiKeyMapTest,testMultiKeyRemoveAll1,"No parameters",2
org.apache.commons.collections4.iterators,PermutationIteratorTest,testPermutationResultSize,"No parameters",4
org.apache.commons.collections4.map,HashEntry,newKeyReference,"K, ReferenceType, ReferenceQueue<Object>",3
org.apache.commons.collections4.multimap,TestMultiValuedMapAsMap,areEqualElementsDistinguishable,"No parameters",1
org.apache.commons.collections4,ClosureUtils,doWhileClosure,"Closure<? super E>, Predicate<? super E>",1
org.apache.commons.collections4.bidimap,AbstractBidiMapTest,testBidiRemoveByKeySet,"No parameters",2
org.apache.commons.collections4.bag,AbstractBagTest,testBagIteratorFailNoMore,"No parameters",2
org.apache.commons.collections4,TransformerUtilsTest,testSingletonPatternInSerialization,"No parameters",2
org.apache.commons.collections4.iterators,AbstractListIteratorTest,testEmptyListIteratorIsIndeedEmpty,"No parameters",2
org.apache.commons.collections4.bloomfilter,ExtendCheck,test,"LayerManager<T>",2
org.apache.commons.collections4.map,AbstractHashedMap,destroyEntry,"HashEntry<K,V>",1
org.apache.commons.collections4.multimap,AbstractMultiValuedMapTest,bulkTestMultiValuedMapKeys,"No parameters",1
org.apache.commons.collections4.list,CursorableLinkedListTest,testInternalState_CursorNextNextRemoveIndex1ByList,"No parameters",1
org.apache.commons.collections4.map,ConcurrentReferenceHashMap,segmentFor,"int",1
org.apache.commons.collections4.queue,TransformedQueue,transformedQueue,"Queue<E>, Transformer<? super E,? extends E>",3
org.apache.commons.collections4,MapUtilsTest,testGetLongValue,"No parameters",1
org.apache.commons.collections4.set,AbstractSetTest,testSetEquals,"No parameters",1
org.apache.commons.collections4.multimap,AbstractMultiValuedMapTest,testSizeWithPutRemove,"No parameters",1
org.apache.commons.collections4,MapUtilsTest,testTransformedSortedMap,"No parameters",1
org.apache.commons.collections4,PredicateUtils,uniquePredicate,"No parameters",1
org.apache.commons.collections4.iterators,ObjectGraphIteratorTest,testIteratorConstructorIteration_Simple,"No parameters",2
org.apache.commons.collections4.bloomfilter,LayerManagerTest,testCopy,"No parameters",1
org.apache.commons.collections4.trie.analyzer,StringKeyAnalyzer,isBitSet,"String, int, int",2
org.apache.commons.collections4.map,AbstractMapTest,testMapPutIfAbsent,"No parameters",15
org.apache.commons.collections4.map,LRUMapTest,testInternalState_Buckets,"No parameters",2
org.apache.commons.collections4,MapUtilsTest,testPredicatedMap,"No parameters",1
org.apache.commons.collections4.bloomfilter,LayerManagerTest,testClear,"No parameters",1
org.apache.commons.collections4,CollectionUtilsTest,testUnmodifiableCollection,"No parameters",1
org.apache.commons.collections4.bag,TransformedSortedBag,transformedSortedBag,"SortedBag<E>, Transformer<? super E,? extends E>",3
org.apache.commons.collections4.properties,EmptyProperties,replaceAll,"BiFunction<? super Object,? super Object,? extends Object>",1
org.apache.commons.collections4.map,PassiveExpiringMapTest,testDecoratedMap,"No parameters",1
org.apache.commons.collections4,IteratorUtilsTest,testTransformedIterator,"No parameters",1
org.apache.commons.collections4.properties,EmptyProperties,load,"Reader",1
org.apache.commons.collections4,WrappedPut,hashCode,"No parameters",1
org.apache.commons.collections4.bloomfilter,BitMaps,getLongIndex,"int",1
org.apache.commons.collections4.collection,AbstractCollectionTest,assertNotRemoveFromCollection,"Collection<?>, Object",2
org.apache.commons.collections4,ClosureUtilsTest,testWhileClosure,"No parameters",1
org.apache.commons.collections4.set,TransformedSortedSet,subSet,"E, E",1
org.apache.commons.collections4.bidimap,AbstractSortedBidiMapTest,testBidiClearByTailMap,"No parameters",2
org.apache.commons.collections4,MultiMapUtilsTest,testGetValuesAsSet,"No parameters",2
org.apache.commons.collections4.list,AbstractListTest,testListGetByIndexBoundsChecking2,"No parameters",1
org.apache.commons.collections4.map,MultiValueMapTest,testUnsafeDeSerialization,"No parameters",1
org.apache.commons.collections4.multimap,AbstractListValuedMap,wrappedCollection,"K",1
org.apache.commons.collections4.map,MultiKeyMap,removeMultiKey,"Object, Object, Object, Object, Object",3
org.apache.commons.collections4.comparators,Equals,expectTrueWhenBothObjectsAreSame,"No parameters",1
org.apache.commons.collections4.multimap,AbstractMultiValuedMapTest,testRemoveAllViaEntriesIterator,"No parameters",2
org.apache.commons.collections4.comparators,ComparableComparator,comparableComparator,"No parameters",1
org.apache.commons.collections4.set,CompositeSet,getMutator,"No parameters",1
org.apache.commons.collections4,ClosureUtilsTest,testInvokeClosure,"No parameters",1
org.apache.commons.collections4.bloomfilter,BitMapExtractorFromLongArrayTest,testFromIndexExtractor,"No parameters",3
org.apache.commons.collections4.set,MapBackedSet2Test,testCanonicalFullCollectionExists,"No parameters",1
org.apache.commons.collections4.map,Flat3MapTest,testMapIteratorSetValue2,"No parameters",1
org.apache.commons.collections4.map,Flat3MapTest,testMapIteratorSetValue1,"No parameters",1
org.apache.commons.collections4,MapUtilsTest,testPutAll_Map_array,"No parameters",1
org.apache.commons.collections4,TransformerUtilsTest,testNullTransformer,"No parameters",1
org.apache.commons.collections4.map,Flat3MapTest,testMapIteratorSetValue3,"No parameters",1
org.apache.commons.collections4.multiset,PredicatedMultiSetTest,testIllegalDecorate,"No parameters",1
org.apache.commons.collections4.map,ListOrderedMap,keyList,"No parameters",1
org.apache.commons.collections4.bloomfilter,SimpleBloomFilter,processIndices,"IntPredicate",1
org.apache.commons.collections4.sequence,EditScript,append,"KeepCommand<T>",1
org.apache.commons.collections4.list,CursorableLinkedList,removeAllNodes,"No parameters",3
org.apache.commons.collections4.functors,AllPredicateTest,testEmptyArrayToGetInstance,"No parameters",1
org.apache.commons.collections4,IterableUtils,uniqueIterable,"Iterable<E>",1
org.apache.commons.collections4,AbstractLinkedListTest,testLinkedListAddFirst,"No parameters",2
org.apache.commons.collections4.list,CursorableLinkedListTest,testSubListAddMiddle,"No parameters",1
org.apache.commons.collections4.bloomfilter,BloomFilterExtractor,asBloomFilterArray,"No parameters",1
org.apache.commons.collections4.set,TransformedSortedSet,headSet,"E",1
org.apache.commons.collections4.iterators,BoundedIteratorTest,testNegativeMax,"No parameters",1
org.apache.commons.collections4.functors,ComparatorPredicateTest,testCompareEquals,"No parameters",1
org.apache.commons.collections4,CollectionUtilsTest,testGetFromObjectArray,"No parameters",1
org.apache.commons.collections4.list,AbstractListTest,testListAddByIndexBoundsChecking,"No parameters",2
org.apache.commons.collections4.map,Flat3MapTest,testPut4,"No parameters",1
org.apache.commons.collections4.list,AVLNode,balance,"No parameters",4
org.apache.commons.collections4.map,Flat3MapTest,testPut3,"No parameters",1
org.apache.commons.collections4.bloomfilter,DefaultBitMapExtractorTest,generateLongArray,"int",1
org.apache.commons.collections4.map,Flat3MapTest,testPut2,"No parameters",1
org.apache.commons.collections4.map,AbstractMapTest,isLazyMapTest,"No parameters",1
org.apache.commons.collections4.map,Flat3MapTest,testPut1,"No parameters",1
org.apache.commons.collections4.multiset,UnmodifiableMultiSetTest,testSetCount,"No parameters",1
org.apache.commons.collections4.functors,ComparatorPredicateTest,testCompareGreaterOrEqual,"No parameters",1
org.apache.commons.collections4.map,Flat3MapTest,testPut6,"No parameters",1
org.apache.commons.collections4,ListUtils,longestCommonSubsequence,"List<E>, List<E>, Equator<? super E>",1
org.apache.commons.collections4.map,Flat3MapTest,testPut5,"No parameters",1
org.apache.commons.collections4.iterators,SkippingIterator,init,"No parameters",2
org.apache.commons.collections4.list,LazyListTest,testElementCreationWithFactory,"No parameters",1
org.apache.commons.collections4,MapUtilsTest,testDebugPrintSelfReference,"No parameters",1
org.apache.commons.collections4,TransformerUtils,asTransformer,"Predicate<? super T>",1
org.apache.commons.collections4,FactoryUtilsTest,testPrototypeFactoryPublicBad,"No parameters",1
org.apache.commons.collections4.map,UnmodifiableSortedMapTest,testSubMap,"No parameters",1
org.apache.commons.collections4,AbstractObjectTest,skipSerializedCanonicalTests,"No parameters",1
org.apache.commons.collections4,SplitMapUtilsTest,testAlreadyWritableMap,"No parameters",1
org.apache.commons.collections4.keyvalue,MultiKey,getComponentType,"T",4
org.apache.commons.collections4.multiset,SynchronizedMultiSet,uniqueSet,"No parameters",1
org.apache.commons.collections4,Predicate,evaluate,"T",1
org.apache.commons.collections4.map,LazySortedMap,tailMap,"K",1
org.apache.commons.collections4,MapUtils,synchronizedSortedMap,"SortedMap<K,V>",1
org.apache.commons.collections4,CollectionUtilsTest,testIsEqualCollectionNullEquator,"No parameters",1
org.apache.commons.collections4,IteratorUtilsTest,testToListIteratorNull,"No parameters",1
org.apache.commons.collections4,MapUtilsTest,testGetString,"No parameters",2
org.apache.commons.collections4.bloomfilter,LayerManager,getDepth,"No parameters",1
org.apache.commons.collections4.collection,IndexedCollectionTest,testEnsureDuplicateObjectsCauseException,"No parameters",1
org.apache.commons.collections4.iterators,LoopingListIteratorTest,testSet,"No parameters",1
org.apache.commons.collections4,CollectionUtilsTest,assertCollectResult,"Collection<Number>",1
org.apache.commons.collections4,IteratorUtilsTest,testCollatedIteratorNull,"No parameters",1
org.apache.commons.collections4,FluentIterable,skip,"long",1
org.apache.commons.collections4.functors,AbstractClosureTest,testClosureSanityTests,"No parameters",1
org.apache.commons.collections4.comparators,BooleanComparatorTest,testEqualsCompatibleInstance,"No parameters",1
org.apache.commons.collections4,MapUtils,verbosePrintInternal,"PrintStream, Object, Map<?,?>, Deque<Map<?,?>>, boolean",9
org.apache.commons.collections4.multimap,AbstractMultiValuedMapTest,testKeyContainsValue,"No parameters",3
org.apache.commons.collections4,SetOperationCardinalityHelper,setCardinality,"O, int",2
org.apache.commons.collections4.map,Builder,setInitialCapacity,"int",1
org.apache.commons.collections4,PredicateUtilsTest,testEitherPredicate,"No parameters",1
org.apache.commons.collections4.iterators,SkippingIteratorTest,testRemoveFirst,"No parameters",1
org.apache.commons.collections4,MapUtilsTest,testDebugAndVerbosePrintNullMap,"No parameters",1
org.apache.commons.collections4.map,AbstractMapTest,testMapPutAll,"No parameters",5
org.apache.commons.collections4.multiset,AbstractMultiSetTest,testMultiSetIteratorFailDoubleRemove,"No parameters",2
org.apache.commons.collections4,IteratorUtilsTest,testEmptyListIterator,"No parameters",1
org.apache.commons.collections4.collection,AbstractCollectionTest,testCollectionToArray,"No parameters",7
org.apache.commons.collections4.bloomfilter,BitMaps,numberOfBitMaps,"int",1
org.apache.commons.collections4.iterators,BoundedIteratorTest,testBounded,"No parameters",1
org.apache.commons.collections4.list,SetUniqueListTest,testCreateSetBasedOnList,"No parameters",1
org.apache.commons.collections4.multimap,ArrayListValuedHashMap,trimToSize,"No parameters",2
org.apache.commons.collections4.bloomfilter,Builder,setExtendCheck,"Predicate<LayerManager<T>>",1
org.apache.commons.collections4.list,AVLNode,max,"No parameters",1
org.apache.commons.collections4.iterators,CollatingIterator,anyValueSet,"BitSet",3
org.apache.commons.collections4,MapUtils,getLong,"Map<? super K,?>, K, Long",1
org.apache.commons.collections4.keyvalue,MultiKeyTest,testConstructorsByArray,"No parameters",1
org.apache.commons.collections4.multiset,AbstractMultiSetTest,testMultiSetContains,"No parameters",2
org.apache.commons.collections4,QueueUtilsTest,testPredicatedQueue,"No parameters",1
org.apache.commons.collections4,IteratorUtils,toListIterator,"Iterator<? extends E>",1
org.apache.commons.collections4.bloomfilter,Shape,checkProbability,"double",2
org.apache.commons.collections4,TransformerUtilsTest,testInvokerTransformer,"No parameters",1
org.apache.commons.collections4.multiset,AbstractMultiSetTest,testMultiSetIteratorRemoveProtectsInvariants,"No parameters",2
org.apache.commons.collections4.list,SetUniqueList,createSetBasedOnList,"Set<E>, List<E>",3
org.apache.commons.collections4.list,Cursor,checkModCount,"No parameters",2
org.apache.commons.collections4,CollectionUtilsTest,testFilterInverse,"No parameters",1
org.apache.commons.collections4,CollectionUtilsTest,testPredicatedCollectionNullColl,"No parameters",1
org.apache.commons.collections4.multimap,AbstractMultiValuedMapTest,testEmptyMapCompatibility,"No parameters",1
org.apache.commons.collections4.trie,AbstractPatriciaTrie,selectValue,"K",2
org.apache.commons.collections4.queue,AbstractQueueTest,isSetSupported,"No parameters",1
org.apache.commons.collections4.bloomfilter,BitMapTrackerTest,testSeen,"No parameters",1
org.apache.commons.collections4.properties,EmptyProperties,rehash,"No parameters",1
org.apache.commons.collections4,MapPerformance,main,"String[]",1
org.apache.commons.collections4,MapUtilsTest,testPopulateMap,"No parameters",3
org.apache.commons.collections4.map,AbstractSortedMapTest,testFirstKey,"No parameters",1
org.apache.commons.collections4.bag,PredicatedSortedBagTest,testSortOrder,"No parameters",1
org.apache.commons.collections4.map,ReferenceEntry,nullValue,"No parameters",1
org.apache.commons.collections4.collection,IndexedCollectionTest,makeUniqueTestCollection,"No parameters",1
org.apache.commons.collections4,FactoryUtilsTest,testPrototypeFactoryPublicSerialization,"No parameters",1
org.apache.commons.collections4,CardinalityHelper,getFreq,"Object, Bag<?>",1
org.apache.commons.collections4.list,AbstractListTest,testListSetByIndex,"No parameters",3
org.apache.commons.collections4.bloomfilter,LayeredBloomFilter,find,"IndexExtractor",1
org.apache.commons.collections4.bloomfilter,IndexExtractorFromHasherTest,getExpectedIndices,"No parameters",1
org.apache.commons.collections4,PredicateUtilsTest,testNonePredicateEx6,"No parameters",1
org.apache.commons.collections4.list,CursorableLinkedListTest,testCursorAdd,"No parameters",1
org.apache.commons.collections4,PredicateUtilsTest,testNonePredicateEx4,"No parameters",1
org.apache.commons.collections4.list,DefaultAbstractLinkedListForJava21Test,testGetNode,"No parameters",1
org.apache.commons.collections4,PredicateUtilsTest,testNonePredicateEx5,"No parameters",1
org.apache.commons.collections4,PredicateUtilsTest,testNonePredicateEx2,"No parameters",1
org.apache.commons.collections4,PredicateUtilsTest,testNonePredicateEx3,"No parameters",1
org.apache.commons.collections4.set,ListOrderedSet,indexOf,"Object",1
org.apache.commons.collections4,PredicateUtilsTest,testNonePredicateEx1,"No parameters",1
org.apache.commons.collections4.list,AbstractListTest,testEmptyListSerialization,"No parameters",2
org.apache.commons.collections4,PredicateUtils,equalPredicate,"T",1
org.apache.commons.collections4.iterators,EnumerationIterator,getEnumeration,"No parameters",1
org.apache.commons.collections4.map,MultiKeyMapTest,testMultiKeyGet,"No parameters",3
org.apache.commons.collections4.iterators,BoundedIteratorTest,testEmptyBounded,"No parameters",1
org.apache.commons.collections4.bag,CollectionSortedBag,collectionSortedBag,"SortedBag<E>",1
org.apache.commons.collections4.map,AbstractHashedMap,calculateThreshold,"int, float",1
org.apache.commons.collections4.set,AbstractSortedSetTest,bulkTestSortedSetSubSet,"No parameters",1
org.apache.commons.collections4.bidimap,TreeBidiMap,getRightChild,"Node<K,V>, DataElement",1
org.apache.commons.collections4,PredicateUtils,onePredicate,"Predicate<? super T>",1
org.apache.commons.collections4.iterators,PeekingIterator,fill,"No parameters",3
org.apache.commons.collections4,MapUtils,applyDefaultFunction,"Map<? super K,?>, K, BiFunction<Map<? super K,?>,K,R>, Function<K,R>, R",2
org.apache.commons.collections4.collection,PredicatedCollectionTest,makeTestCollection,"No parameters",1
org.apache.commons.collections4,MapUtilsTest,testVerbosePrintNullStream,"No parameters",1
org.apache.commons.collections4,SetUtils,newIdentityHashSet,"No parameters",1
org.apache.commons.collections4.iterators,AbstractMapIteratorTest,getConfirmedMap,"No parameters",1
org.apache.commons.collections4,MultiValuedMap,entries,"No parameters",1
org.apache.commons.collections4.comparators,Equals,expectFalseWhenFixedOrderComparatorIsComparedWithNull,"No parameters",1
org.apache.commons.collections4.bloomfilter,LayerManager,cleanup,"No parameters",2
org.apache.commons.collections4.bloomfilter,SetOperationsTest,testAndCardinality,"No parameters",1
org.apache.commons.collections4.bloomfilter,IndexUtils,ensureCapacityForAdd,"int[], int",2
org.apache.commons.collections4.multiset,AbstractMultiSetTest,bulkTestMultiSetUniqueSet,"No parameters",1
org.apache.commons.collections4.map,ConcurrentReferenceHashMap,purgeStaleEntries,"No parameters",2
org.apache.commons.collections4.multimap,ArrayListValuedHashMap,createCollection,"No parameters",1
org.apache.commons.collections4.bloomfilter,Cleanup,removeEmptyTarget,"No parameters",2
org.apache.commons.collections4,MapUtilsTest,testGetObject,"No parameters",1
org.apache.commons.collections4,ListUtils,defaultIfNull,"List<T>, List<T>",1
org.apache.commons.collections4,TransformerUtilsTest,testConstantTransformer,"No parameters",1
org.apache.commons.collections4,BulkTest,ignoredTests,"No parameters",1
org.apache.commons.collections4.bloomfilter,LayeredBloomFilter,estimateUnion,"BloomFilter",1
org.apache.commons.collections4.bag,CollectionSortedBagTest,getOtherNonNullElements,"No parameters",2
org.apache.commons.collections4.properties,AbstractPropertiesFactoryTest,isXmlTest,"String",1
org.apache.commons.collections4,PredicateUtils,allPredicate,"Predicate<? super T>",1
org.apache.commons.collections4,BoundedMap,maxSize,"No parameters",1
org.apache.commons.collections4.functors,ComparatorPredicate,comparatorPredicate,"T, Comparator<T>, Criterion",1
org.apache.commons.collections4.bag,CollectionSortedBagTest,testFullBagCompatibility,"No parameters",2
org.apache.commons.collections4.map,Flat3MapTest,testEntryIteratorSetValue2,"No parameters",1
org.apache.commons.collections4.map,Flat3MapTest,testEntryIteratorSetValue1,"No parameters",1
org.apache.commons.collections4.bloomfilter,WrappedBloomFilterTest,testCharacteristics,"int",1
org.apache.commons.collections4,CollectionUtils,getCardinalityMap,"Iterable<? extends O>",3
org.apache.commons.collections4.iterators,TransformIterator,transform,"I",1
org.apache.commons.collections4.map,Flat3MapTest,testEntryIteratorSetValue3,"No parameters",1
org.apache.commons.collections4,IterableUtilsTest,testDuplicateListSingleElement,"No parameters",1
org.apache.commons.collections4.comparators,FixedOrderComparatorTest,testListConstructor,"No parameters",1
